"video_id","frame_index","timestamp_sec","width","height","segment_id"
"driving_01","0","0","720","480","driving_01_s01"
"driving_01","20","1","720","480","driving_01_s01"
"driving_01","40","2","720","480","driving_01_s01"
"driving_01","60","3","720","480","driving_01_s01"
"driving_01","80","4","720","480","driving_01_s01"
"driving_01","100","5","720","480","driving_01_s01"
"driving_01","120","6","720","480","driving_01_s01"
"driving_01","140","7","720","480","driving_01_s01"
"driving_01","160","8","720","480","driving_01_s01"
"driving_01","180","9","720","480","driving_01_s01"
"driving_01","200","10","720","480","driving_01_s01"
"driving_01","220","11","720","480","driving_01_s01"
"driving_01","240","12","720","480","driving_01_s01"
"driving_01","260","13","720","480","driving_01_s01"
"driving_01","280","14","720","480","driving_01_s01"
"driving_01","300","15","720","480","driving_01_s01"
"driving_01","320","16","720","480","driving_01_s01"
"driving_01","340","17","720","480","driving_01_s01"
"driving_01","360","18","720","480","driving_01_s01"
"driving_01","380","19","720","480","driving_01_s01"
"driving_01","400","20","720","480","driving_01_s01"
"driving_01","420","21","720","480","driving_01_s01"
"driving_01","440","22","720","480","driving_01_s01"
"driving_01","460","23","720","480","driving_01_s01"
"driving_01","480","24","720","480","driving_01_s01"
"driving_01","500","25","720","480","driving_01_s01"
"driving_01","520","26","720","480","driving_01_s01"
"driving_01","540","27","720","480","driving_01_s01"
"driving_01","560","28","720","480","driving_01_s01"
"driving_01","580","29","720","480","driving_01_s01"
"driving_01","600","30","720","480","driving_01_s01"
"driving_01","620","31","720","480","driving_01_s01"
"driving_01","640","32","720","480","driving_01_s01"
"driving_01","660","33","720","480","driving_01_s01"
"driving_01","680","34","720","480","driving_01_s02"
"driving_01","700","35","720","480","driving_01_s02"
"driving_01","720","36","720","480","driving_01_s02"
"driving_01","740","37","720","480","driving_01_s02"
"driving_01","760","38","720","480","driving_01_s02"
"driving_01","780","39","720","480","driving_01_s02"
"driving_01","800","40","720","480","driving_01_s02"
"driving_01","820","41","720","480","driving_01_s02"
"driving_01","840","42","720","480","driving_01_s02"
"driving_01","860","43","720","480","driving_01_s02"
"driving_01","880","44","720","480","driving_01_s02"
"driving_01","900","45","720","480","driving_01_s02"
"driving_01","920","46","720","480","driving_01_s02"
"driving_01","940","47","720","480","driving_01_s02"
"driving_01","960","48","720","480","driving_01_s02"
"driving_01","980","49","720","480","driving_01_s02"
"driving_01","1000","50","720","480","driving_01_s02"
"driving_01","1020","51","720","480","driving_01_s02"
"driving_01","1040","52","720","480","driving_01_s02"
"driving_01","1060","53","720","480","driving_01_s02"
"driving_01","1080","54","720","480","driving_01_s02"
"driving_01","1100","55","720","480","driving_01_s02"
"driving_01","1120","56","720","480","driving_01_s02"
"driving_01","1140","57","720","480","driving_01_s02"
"driving_01","1160","58","720","480","driving_01_s02"
"driving_01","1180","59","720","480","driving_01_s02"
"driving_01","1200","60","720","480","driving_01_s02"
"driving_01","1220","61","720","480","driving_01_s02"
"driving_01","1240","62","720","480","driving_01_s02"
"driving_01","1260","63","720","480","driving_01_s02"
"driving_01","1280","64","720","480","driving_01_s02"
"driving_01","1300","65","720","480","driving_01_s02"
"driving_01","1320","66","720","480","driving_01_s02"
"driving_01","1340","67","720","480","driving_01_s03"
"driving_01","1360","68","720","480","driving_01_s03"
"driving_01","1380","69","720","480","driving_01_s03"
"driving_01","1400","70","720","480","driving_01_s03"
"driving_01","1420","71","720","480","driving_01_s03"
"driving_01","1440","72","720","480","driving_01_s03"
"driving_01","1460","73","720","480","driving_01_s03"
"driving_01","1480","74","720","480","driving_01_s03"
"driving_01","1500","75","720","480","driving_01_s03"
"driving_01","1520","76","720","480","driving_01_s03"
"driving_01","1540","77","720","480","driving_01_s03"
"driving_01","1560","78","720","480","driving_01_s03"
"driving_01","1580","79","720","480","driving_01_s03"
"driving_01","1600","80","720","480","driving_01_s03"
"driving_01","1620","81","720","480","driving_01_s03"
"driving_01","1640","82","720","480","driving_01_s03"
"driving_01","1660","83","720","480","driving_01_s03"
"driving_01","1680","84","720","480","driving_01_s03"
"driving_01","1700","85","720","480","driving_01_s03"
"driving_01","1720","86","720","480","driving_01_s03"
"driving_01","1740","87","720","480","driving_01_s03"
"driving_01","1760","88","720","480","driving_01_s03"
"driving_01","1780","89","720","480","driving_01_s03"
"driving_01","1800","90","720","480","driving_01_s03"
"driving_01","1820","91","720","480","driving_01_s03"
"driving_01","1840","92","720","480","driving_01_s03"
"driving_01","1860","93","720","480","driving_01_s03"
"driving_01","1880","94","720","480","driving_01_s03"
"driving_01","1900","95","720","480","driving_01_s03"
"driving_01","1920","96","720","480","driving_01_s03"
"driving_01","1940","97","720","480","driving_01_s03"
"driving_01","1960","98","720","480","driving_01_s03"
"driving_01","1980","99","720","480","driving_01_s03"
"driving_01","2000","100","720","480","driving_01_s03"
"driving_01","2020","101","720","480","driving_01_s03"
"driving_01","2040","102","720","480","driving_01_s03"
"driving_01","2060","103","720","480","driving_01_s03"
"driving_01","2080","104","720","480","driving_01_s03"
"driving_01","2100","105","720","480","driving_01_s03"
"driving_01","2120","106","720","480","driving_01_s03"
"driving_01","2140","107","720","480","driving_01_s03"
"driving_01","2160","108","720","480","driving_01_s03"
"driving_01","2180","109","720","480","driving_01_s03"
"driving_01","2200","110","720","480","driving_01_s03"
"driving_01","2220","111","720","480","driving_01_s03"
"driving_01","2240","112","720","480","driving_01_s03"
"driving_01","2260","113","720","480","driving_01_s03"
"driving_01","2280","114","720","480","driving_01_s03"
"driving_01","2300","115","720","480","driving_01_s03"
"driving_01","2320","116","720","480","driving_01_s03"
"driving_01","2340","117","720","480","driving_01_s03"
"driving_01","2360","118","720","480","driving_01_s03"
"driving_01","2380","119","720","480","driving_01_s03"
"driving_01","2400","120","720","480","driving_01_s03"
"driving_01","2420","121","720","480","driving_01_s03"
"driving_01","2440","122","720","480","driving_01_s03"
"driving_01","2460","123","720","480","driving_01_s03"
"driving_01","2480","124","720","480","driving_01_s03"
"driving_01","2500","125","720","480","driving_01_s03"
"driving_01","2520","126","720","480","driving_01_s03"
"driving_01","2540","127","720","480","driving_01_s03"
"driving_01","2560","128","720","480","driving_01_s03"
"driving_01","2580","129","720","480","driving_01_s03"
"driving_01","2600","130","720","480","driving_01_s03"
"driving_01","2620","131","720","480","driving_01_s03"
"driving_01","2640","132","720","480","driving_01_s03"
"driving_01","2660","133","720","480","driving_01_s03"
"driving_01","2680","134","720","480","driving_01_s04"
"driving_01","2700","135","720","480","driving_01_s04"
"driving_01","2720","136","720","480","driving_01_s04"
"driving_01","2740","137","720","480","driving_01_s04"
"driving_01","2760","138","720","480","driving_01_s04"
"driving_01","2780","139","720","480","driving_01_s04"
"driving_01","2800","140","720","480","driving_01_s04"
"driving_01","2820","141","720","480","driving_01_s04"
"driving_01","2840","142","720","480","driving_01_s04"
"driving_01","2860","143","720","480","driving_01_s04"
"driving_01","2880","144","720","480","driving_01_s04"
"driving_01","2900","145","720","480","driving_01_s04"
"driving_01","2920","146","720","480","driving_01_s04"
"driving_01","2940","147","720","480","driving_01_s04"
"driving_01","2960","148","720","480","driving_01_s04"
"driving_01","2980","149","720","480","driving_01_s04"
"driving_01","3000","150","720","480","driving_01_s04"
"driving_01","3020","151","720","480","driving_01_s04"
"driving_01","3040","152","720","480","driving_01_s04"
"driving_01","3060","153","720","480","driving_01_s04"
"driving_01","3080","154","720","480","driving_01_s04"
"driving_01","3100","155","720","480","driving_01_s04"
"driving_01","3120","156","720","480","driving_01_s04"
"driving_01","3140","157","720","480","driving_01_s04"
"driving_01","3160","158","720","480","driving_01_s04"
"driving_01","3180","159","720","480","driving_01_s04"
"driving_01","3200","160","720","480","driving_01_s04"
"driving_01","3220","161","720","480","driving_01_s04"
"driving_01","3240","162","720","480","driving_01_s04"
"driving_01","3260","163","720","480","driving_01_s04"
"driving_01","3280","164","720","480","driving_01_s04"
"driving_01","3300","165","720","480","driving_01_s04"
"driving_01","3320","166","720","480","driving_01_s04"
"driving_01","3340","167","720","480","driving_01_s04"
"driving_01","3360","168","720","480","driving_01_s04"
"driving_01","3380","169","720","480","driving_01_s04"
"driving_01","3400","170","720","480","driving_01_s04"
"driving_01","3420","171","720","480","driving_01_s04"
"driving_01","3440","172","720","480","driving_01_s04"
"driving_01","3460","173","720","480","driving_01_s04"
"driving_01","3480","174","720","480","driving_01_s04"
"driving_01","3500","175","720","480","driving_01_s04"
"driving_01","3520","176","720","480","driving_01_s04"
"driving_01","3540","177","720","480","driving_01_s04"
"driving_01","3560","178","720","480","driving_01_s04"
"driving_01","3580","179","720","480","driving_01_s04"
"driving_01","3600","180","720","480","driving_01_s04"
"driving_01","3620","181","720","480","driving_01_s04"
"driving_01","3640","182","720","480","driving_01_s04"
"driving_01","3660","183","720","480","driving_01_s04"
"driving_01","3680","184","720","480","driving_01_s04"
"driving_01","3700","185","720","480","driving_01_s04"
"driving_01","3720","186","720","480","driving_01_s04"
"driving_01","3740","187","720","480","driving_01_s04"
"driving_01","3760","188","720","480","driving_01_s04"
"driving_01","3780","189","720","480","driving_01_s04"
"driving_01","3800","190","720","480","driving_01_s04"
"driving_01","3820","191","720","480","driving_01_s04"
"driving_01","3840","192","720","480","driving_01_s04"
"driving_01","3860","193","720","480","driving_01_s04"
"driving_01","3880","194","720","480","driving_01_s04"
"driving_01","3900","195","720","480","driving_01_s04"
"driving_01","3920","196","720","480","driving_01_s04"
"driving_01","3940","197","720","480","driving_01_s04"
"driving_01","3960","198","720","480","driving_01_s04"
"driving_01","3980","199","720","480","driving_01_s04"
"driving_01","4000","200","720","480","driving_01_s05"
"driving_01","4020","201","720","480","driving_01_s05"
"driving_01","4040","202","720","480","driving_01_s05"
"driving_01","4060","203","720","480","driving_01_s05"
"driving_01","4080","204","720","480","driving_01_s05"
"driving_01","4100","205","720","480","driving_01_s05"
"driving_01","4120","206","720","480","driving_01_s05"
"driving_01","4140","207","720","480","driving_01_s05"
"driving_01","4160","208","720","480","driving_01_s05"
"driving_01","4180","209","720","480","driving_01_s05"
"driving_01","4200","210","720","480","driving_01_s05"
"driving_01","4220","211","720","480","driving_01_s05"
"driving_01","4240","212","720","480","driving_01_s05"
"driving_01","4260","213","720","480","driving_01_s05"
"driving_01","4280","214","720","480","driving_01_s05"
"driving_01","4300","215","720","480","driving_01_s05"
"driving_01","4320","216","720","480","driving_01_s05"
"driving_01","4340","217","720","480","driving_01_s05"
"driving_01","4360","218","720","480","driving_01_s05"
"driving_01","4380","219","720","480","driving_01_s05"
"driving_01","4400","220","720","480","driving_01_s05"
"driving_01","4420","221","720","480","driving_01_s05"
"driving_01","4440","222","720","480","driving_01_s05"
"driving_01","4460","223","720","480","driving_01_s05"
"driving_01","4480","224","720","480","driving_01_s05"
"driving_01","4500","225","720","480","driving_01_s05"
"driving_01","4520","226","720","480","driving_01_s05"
"driving_01","4540","227","720","480","driving_01_s05"
"driving_01","4560","228","720","480","driving_01_s05"
"driving_01","4580","229","720","480","driving_01_s05"
"driving_01","4600","230","720","480","driving_01_s05"
"driving_01","4620","231","720","480","driving_01_s05"
"driving_01","4640","232","720","480","driving_01_s05"
"driving_01","4660","233","720","480","driving_01_s05"
"driving_01","4680","234","720","480","driving_01_s05"
"driving_01","4700","235","720","480","driving_01_s05"
"driving_01","4720","236","720","480","driving_01_s05"
"driving_01","4740","237","720","480","driving_01_s05"
"driving_01","4760","238","720","480","driving_01_s05"
"driving_01","4780","239","720","480","driving_01_s05"
"driving_01","4800","240","720","480","driving_01_s05"
"driving_01","4820","241","720","480","driving_01_s05"
"driving_01","4840","242","720","480","driving_01_s05"
"driving_01","4860","243","720","480","driving_01_s05"
"driving_01","4880","244","720","480","driving_01_s05"
"driving_01","4900","245","720","480","driving_01_s05"
"driving_01","4920","246","720","480","driving_01_s05"
"driving_01","4940","247","720","480","driving_01_s05"
"driving_01","4960","248","720","480","driving_01_s05"
"driving_01","4980","249","720","480","driving_01_s05"
"driving_01","5000","250","720","480","driving_01_s05"
"driving_01","5020","251","720","480","driving_01_s05"
"driving_01","5040","252","720","480","driving_01_s05"
"driving_01","5060","253","720","480","driving_01_s05"
"driving_01","5080","254","720","480","driving_01_s05"
"driving_01","5100","255","720","480","driving_01_s05"
"driving_01","5120","256","720","480","driving_01_s05"
"driving_01","5140","257","720","480","driving_01_s05"
"driving_01","5160","258","720","480","driving_01_s05"
"driving_01","5180","259","720","480","driving_01_s05"
"driving_01","5200","260","720","480","driving_01_s05"
"driving_01","5220","261","720","480","driving_01_s05"
"driving_01","5240","262","720","480","driving_01_s05"
"driving_01","5260","263","720","480","driving_01_s05"
"driving_01","5280","264","720","480","driving_01_s05"
"driving_01","5300","265","720","480","driving_01_s05"
"driving_01","5320","266","720","480","driving_01_s05"
"driving_01","5340","267","720","480","driving_01_s06"
"driving_01","5360","268","720","480","driving_01_s06"
"driving_01","5380","269","720","480","driving_01_s06"
"driving_01","5400","270","720","480","driving_01_s06"
"driving_01","5420","271","720","480","driving_01_s06"
"driving_01","5440","272","720","480","driving_01_s06"
"driving_01","5460","273","720","480","driving_01_s06"
"driving_01","5480","274","720","480","driving_01_s06"
"driving_01","5500","275","720","480","driving_01_s06"
"driving_01","5520","276","720","480","driving_01_s06"
"driving_01","5540","277","720","480","driving_01_s06"
"driving_01","5560","278","720","480","driving_01_s06"
"driving_01","5580","279","720","480","driving_01_s06"
"driving_01","5600","280","720","480","driving_01_s06"
"driving_01","5620","281","720","480","driving_01_s06"
"driving_01","5640","282","720","480","driving_01_s06"
"driving_01","5660","283","720","480","driving_01_s06"
"driving_01","5680","284","720","480","driving_01_s06"
"driving_01","5700","285","720","480","driving_01_s06"
"driving_01","5720","286","720","480","driving_01_s06"
"driving_01","5740","287","720","480","driving_01_s06"
"driving_01","5760","288","720","480","driving_01_s06"
"driving_01","5780","289","720","480","driving_01_s06"
"driving_01","5800","290","720","480","driving_01_s06"
"driving_01","5820","291","720","480","driving_01_s06"
"driving_01","5840","292","720","480","driving_01_s06"
"driving_01","5860","293","720","480","driving_01_s06"
"driving_01","5880","294","720","480","driving_01_s06"
"driving_01","5900","295","720","480","driving_01_s06"
"driving_01","5920","296","720","480","driving_01_s06"
"driving_01","5940","297","720","480","driving_01_s06"
"driving_01","5960","298","720","480","driving_01_s06"
"driving_01","5980","299","720","480","driving_01_s06"
"driving_01","6000","300","720","480","driving_01_s06"
